eu_sdg,dimension,dimension_label,unit,unit_label,geo,geo_label,time,obs_value,obs_status
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,BG,Bulgaria,2003,26.1053,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,BG,Bulgaria,2004,23.5673,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,BG,Bulgaria,2005,24.3386,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,BG,Bulgaria,2006,25.785,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,BG,Bulgaria,2007,26.0008,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,BG,Bulgaria,2008,25.8202,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,BG,Bulgaria,2009,27.1753,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,BG,Bulgaria,2010,25.1285,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,BG,Bulgaria,2011,25.0872,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,BG,Bulgaria,2012,28.051,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,BG,Bulgaria,2013,28.3082,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,BG,Bulgaria,2014,26.2267,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,BG,Bulgaria,2015,31.2587,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,BG,Bulgaria,2016,32.7576,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,BG,Bulgaria,2017,29.6804,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,BG,Bulgaria,2018,29.7871,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,BG,Bulgaria,2019,29.5628,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,BG,Bulgaria,2020,30.5551,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,BG,Bulgaria,2021,31.3638,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,BG,Bulgaria,2022,34.8906,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2000,15.7182,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2001,15.7203,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2002,15.7092,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2003,15.5034,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2004,16.685,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2005,16.3744,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2006,17.0937,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2007,16.4974,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2008,15.8631,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2009,15.7963,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2010,15.6913,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2011,15.2598,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2012,15.1344,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2013,16.1395,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2014,15.2296,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2015,14.7578,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2016,14.7025,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2017,13.9187,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2018,13.9084,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2019,14.2741,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2020,14.6489,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2021,15.2729,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CH,Switzerland,2022,14.5259,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2000,14.6496,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2001,16.079,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2002,12.7939,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2003,18.9124,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2004,22.1838,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2005,27.6822,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2006,30.1377,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2007,38.2464,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2008,37.0453,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2009,41.5844,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2010,47.378,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2011,39.1373,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2012,41.1576,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2013,43.5717,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2014,62.4983,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2015,70.4782,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2016,97.6433,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2017,51.8515,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2018,55.2683,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2019,48.837,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2020,7.8385,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2021,7.8385,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CY,Cyprus,2022,7.8385,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2000,23.3388,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2001,21.0694,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2002,19.7723,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2003,20.0582,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2004,19.6446,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2005,20.2235,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2006,20.4476,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2007,20.6525,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2008,19.1325,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2009,18.4812,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2010,19.5,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2011,18.9941,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2012,18.9999,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2013,18.477,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2014,18.4357,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2015,17.9536,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2016,18.8413,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2017,18.4157,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2018,17.9901,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2019,17.6824,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2020,18.689,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2021,18.4384,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,CZ,Czechia,2022,18.6126,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2000,24.9166,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2001,25.1952,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2002,24.8514,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2003,24.405,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2004,24.6828,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2005,24.8294,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2006,23.6801,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2007,22.8455,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2008,24.9202,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2009,23.9602,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2010,24.918,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2011,23.7902,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2012,23.8357,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2013,24.8227,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2014,25.8096,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2015,26.7966,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2016,27.7835,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2017,27.0742,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2018,26.8953,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2019,26.1662,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2020,24.8665,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2021,24.0291,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DE,Germany,2022,23.7393,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2000,51.5249,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2001,53.3513,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2002,47.6061,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2003,43.5178,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2004,41.6943,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2005,39.923,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2006,36.2947,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2007,38.7574,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2008,40.5949,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2009,36.9542,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2010,40.375,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2011,38.95,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2012,46.425,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2013,40.7647,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2014,41.317,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2015,31.5683,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2016,14.6472,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2017,15.4456,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2018,28.0184,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2019,15.952,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2020,28.1062,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2021,15.0621,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,DK,Denmark,2022,26.7309,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2000,7.07634,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2001,5.39445,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2002,4.44877,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2003,5.92443,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2004,2.55674,
